Identifier	Period	Measure
S084	2010-06-26	1817
S084	2010-07-03	1278
S084	2010-07-10	1223
S084	2010-07-17	1606
S084	2010-07-24	1536
S084	2010-07-31	1433
S084	2010-08-07	1442
S084	2010-08-14	1403
S084	2010-08-21	2357
S084	2010-08-28	2788
S084	2010-09-04	3090
S084	2010-09-11	3408
S084	2010-09-18	3231
S084	2010-09-25	3373
S084	2010-10-02	3164
S084	2010-10-09	2966
S084	2010-10-16	3350
S084	2010-10-23	3303
S084	2010-10-30	3476
S084	2010-11-06	3220
S084	2010-11-13	3140
S084	2010-11-20	3103
S084	2010-11-27	1325
S084	2010-12-04	1943
S084	2010-12-11	1755
S084	2010-12-18	1263
S084	2010-12-25	958
S084	2011-01-01	1106
S084	2011-01-08	1756
S084	2011-01-15	2329
S084	2011-01-22	2746
S084	2011-01-29	3135
S084	2011-02-05	3082
S084	2011-02-12	3155
S084	2011-02-19	2844
S084	2011-02-26	3045
S084	2011-03-05	3163
S084	2011-03-12	3114
S084	2011-03-19	1648
S084	2011-03-26	2133
S084	2011-04-02	2662
S084	2011-04-09	2956
S084	2011-04-16	2873
S084	2011-04-23	2775
S084	2011-04-30	2980
S084	2011-05-07	2892
S084	2011-05-14	3100
S084	2011-05-21	2108
S084	2011-05-28	1957
S084	2011-06-04	3482
S084	2011-06-11	3022
S084	2011-06-18	3293
S084	2011-06-25	1871
S084	2011-07-02	1299
S084	2011-07-09	1451
S084	2011-07-16	1580
S084	2011-07-23	1600
S084	2011-07-30	1536
S084	2011-08-06	1510
S084	2011-08-13	1640
S084	2011-08-20	2683
S084	2011-08-27	2899
S084	2011-09-03	3346
S084	2011-09-10	3517
S084	2011-09-17	3576
S084	2011-09-24	3431
S084	2011-10-01	3418
S084	2011-10-08	3489
S090	2010-01-02	2783
S090	2010-01-09	1634
S090	2010-01-16	1599
S090	2010-01-23	1770
S090	2010-01-30	2081
S090	2010-02-06	1990
S090	2010-02-13	1920
S090	2010-02-20	2571
S090	2010-02-27	2177
S090	2010-03-06	2346
S090	2010-03-13	2632
S090	2010-03-20	2406
S090	2010-03-27	2503
S090	2010-04-03	2462
S090	2010-04-10	2741
S090	2010-04-17	2649
S090	2010-04-24	2494
S090	2010-05-01	2406
S090	2010-05-08	2401
S090	2010-05-15	2597
S090	2010-05-22	2592
S090	2010-05-29	3116
S090	2010-06-05	2193
S090	2010-06-12	2609
S090	2010-06-19	2952
S090	2010-06-26	2885
S090	2010-07-03	2909
S090	2010-07-10	3017
S090	2010-07-17	3176
S090	2010-07-24	2329
S090	2010-07-31	2363
S090	2010-08-07	2061
S090	2010-08-14	1983
S090	2010-08-21	2293
S090	2010-08-28	2465
S090	2010-09-04	2517
S090	2010-09-11	2734
S090	2010-09-18	2990
S090	2010-09-25	2324
S090	2010-10-02	2555
S090	2010-10-09	2147
S090	2010-10-16	2269
S090	2010-10-23	2645
S090	2010-10-30	2562
S090	2010-11-06	2901
S090	2010-11-13	2368
S090	2010-11-20	2757
S090	2010-11-27	3231
S090	2010-12-04	2414
S090	2010-12-11	2589
S090	2010-12-18	3042
S090	2010-12-25	2489
S090	2011-01-01	3383
S090	2011-01-08	1885
S090	2011-01-15	1812
S090	2011-01-22	1663
S090	2011-01-29	2175
S090	2011-02-05	2141
S090	2011-02-12	2201
S090	2011-02-19	2627
S090	2011-02-26	2206
S090	2011-03-05	2772
S090	2011-03-12	2752
S090	2011-03-19	2760
S090	2011-03-26	2689
S090	2011-04-02	2748
S090	2011-04-09	2627
S090	2011-04-16	2754
S090	2011-04-23	2574
S090	2011-04-30	2657
S090	2011-05-07	2582
S090	2011-05-14	2579
S090	2011-05-21	3109
S090	2011-05-28	3108
S090	2011-06-04	2296
S090	2011-06-11	2734
S090	2011-06-18	3203
S090	2011-06-25	2981
S090	2011-07-02	2903
S090	2011-07-09	3320
S090	2011-07-16	3148
S090	2011-07-23	2177
S090	2011-07-30	2349
S090	2011-08-06	2167
S090	2011-08-13	2128
S090	2011-08-20	2433
S090	2011-08-27	2633
S090	2011-09-03	3282
S090	2011-09-10	2980
S090	2011-09-17	3080
S090	2011-09-24	3019
S090	2011-10-01	2808
S090	2011-10-08	2548
S094	2010-01-02	3080
S094	2010-01-09	1664
S094	2010-01-16	1559
S094	2010-01-23	1661
S094	2010-01-30	1656
S094	2010-02-06	1730
S094	2010-02-13	1842
S094	2010-02-20	2150
S094	2010-02-27	1975
S094	2010-03-06	2177
S094	2010-03-13	2295
S094	2010-03-20	2257
S094	2010-03-27	2258
S094	2010-04-03	2190
S094	2010-04-10	2357
S094	2010-04-17	2412
S094	2010-04-24	2327
S094	2010-05-01	2174
S094	2010-05-08	2382
S094	2010-05-15	2542
S094	2010-05-22	2489
S094	2010-05-29	2680
S094	2010-06-05	1843
S094	2010-06-12	2193
S094	2010-06-19	2759
S094	2010-06-26	2503
S094	2010-07-03	2637
S094	2010-07-10	2588
S094	2010-07-17	2843
S094	2010-07-24	2068
S094	2010-07-31	2131
S094	2010-08-07	1926
S094	2010-08-14	1879
S094	2010-08-21	2024
S094	2010-08-28	2356
S094	2010-09-04	2828
S094	2010-09-11	2758
S094	2010-09-18	2561
S094	2010-09-25	2068
S094	2010-10-02	2591
S094	2010-10-09	2058
S094	2010-10-16	2105
S094	2010-10-23	2283
S094	2010-10-30	2443
S094	2010-11-06	2475
S094	2010-11-13	2559
S094	2010-11-20	2388
S094	2010-11-27	3066
S094	2010-12-04	2408
S094	2010-12-11	2545
S094	2010-12-18	2526
S094	2010-12-25	2476
S094	2011-01-01	3259
S094	2011-01-08	1637
S094	2011-01-15	1653
S094	2011-01-22	1702
S094	2011-01-29	1992
S094	2011-02-05	1934
S094	2011-02-12	1921
S094	2011-02-19	2282
S094	2011-02-26	2084
S094	2011-03-05	2808
S094	2011-03-12	2579
S094	2011-03-19	2479
S094	2011-03-26	2429
S094	2011-04-02	2299
S094	2011-04-09	2346
S094	2011-04-16	2523
S094	2011-04-23	2434
S094	2011-04-30	2362
S094	2011-05-07	2518
S094	2011-05-14	2517
S094	2011-05-21	2505
S094	2011-05-28	2744
S094	2011-06-04	2206
S094	2011-06-11	2546
S094	2011-06-18	3098
S094	2011-06-25	2793
S094	2011-07-02	2949
S094	2011-07-09	3016
S094	2011-07-16	3264
S094	2011-07-23	2371
S094	2011-07-30	2392
S094	2011-08-06	2009
S094	2011-08-13	2123
S094	2011-08-20	2294
S094	2011-08-27	2437
S094	2011-09-03	2903
S094	2011-09-10	3032
S094	2011-09-17	2776
S094	2011-09-24	2685
S094	2011-10-01	2747
S094	2011-10-08	2309
S096	2010-01-02	2120
S096	2010-01-09	1321
S096	2010-01-16	1357
S096	2010-01-23	1380
S096	2010-01-30	1360
S096	2010-02-06	1226
S096	2010-02-13	1275
S096	2010-02-20	1305
S096	2010-02-27	1256
S096	2010-03-06	1274
S096	2010-03-13	1252
S096	2010-03-20	1314
S096	2010-03-27	1827
S096	2010-04-03	2007
S096	2010-04-10	1739
S096	2010-04-17	1407
S096	2010-04-24	1490
S096	2010-05-01	1468
S096	2010-05-08	1452
S096	2010-05-15	2114
S096	2010-05-22	3001
S096	2010-05-29	2894
S096	2010-06-05	2816
S096	2010-06-12	2693
S096	2010-06-19	3194
S096	2010-06-26	3209
S096	2010-07-03	3411
S096	2010-07-10	3276
S096	2010-07-17	3200
S096	2010-07-24	3589
S096	2010-07-31	3307
S096	2010-08-07	3516
S096	2010-08-14	3548
S096	2010-08-21	3459
S096	2010-08-28	3881
S096	2010-09-04	2961
S096	2010-09-11	2479
S096	2010-09-18	2210
S096	2010-09-25	1984
S096	2010-10-02	1954
S096	2010-10-09	2092
S096	2010-10-16	1785
S096	2010-10-23	1918
S096	2010-10-30	2040
S096	2010-11-06	1867
S096	2010-11-13	1214
S096	2010-11-20	1259
S096	2010-11-27	1332
S096	2010-12-04	1276
S096	2010-12-11	1202
S096	2010-12-18	1340
S096	2010-12-25	1289
S096	2011-01-01	2223
S096	2011-01-08	1227
S096	2011-01-15	1325
S096	2011-01-22	1209
S096	2011-01-29	1304
S096	2011-02-05	1307
S096	2011-02-12	1173
S096	2011-02-19	1332
S096	2011-02-26	1178
S096	2011-03-05	1210
S096	2011-03-12	1357
S096	2011-03-19	1273
S096	2011-03-26	1765
S096	2011-04-02	2143
S096	2011-04-09	1711
S096	2011-04-16	1768
S096	2011-04-23	1811
S096	2011-04-30	1867
S096	2011-05-07	1978
S096	2011-05-14	2027
S096	2011-05-21	2525
S096	2011-05-28	2627
S096	2011-06-04	2458
S096	2011-06-11	2792
S096	2011-06-18	2971
S096	2011-06-25	3255
S096	2011-07-02	2934
S096	2011-07-09	2808
S096	2011-07-16	3278
S096	2011-07-23	3646
S096	2011-07-30	3609
S096	2011-08-06	3826
S096	2011-08-13	3536
S096	2011-08-20	3422
S096	2011-08-27	3473
S096	2011-09-03	2524
S096	2011-09-10	2301
S096	2011-09-17	2172
S096	2011-09-24	1866
S096	2011-10-01	1990
S096	2011-10-08	1851
S100	2010-01-02	891
S100	2010-01-09	1189
S100	2010-01-16	1518
S100	2010-01-23	1793
S100	2010-01-30	2013
S100	2010-02-06	1898
S100	2010-02-13	2108
S100	2010-02-20	1980
S100	2010-02-27	2090
S100	2010-03-06	2121
S100	2010-03-13	2103
S100	2010-03-20	1141
S100	2010-03-27	1269
S100	2010-04-03	1785
S100	2010-04-10	1949
S100	2010-04-17	1818
S100	2010-04-24	2042
S100	2010-05-01	2004
S100	2010-05-08	2067
S100	2010-05-15	1965
S100	2010-05-22	1360
S100	2010-05-29	1387
S100	2010-06-05	2287
S100	2010-06-12	2303
S100	2010-06-19	2558
S100	2010-06-26	1384
S100	2010-07-03	949
S100	2010-07-10	932
S100	2010-07-17	1073
S100	2010-07-24	1044
S100	2010-07-31	1086
S100	2010-08-07	1223
S100	2010-08-14	1024
S100	2010-08-21	1820
S100	2010-08-28	2108
S100	2010-09-04	2284
S100	2010-09-11	2465
S100	2010-09-18	2379
S100	2010-09-25	2341
S100	2010-10-02	2527
S100	2010-10-09	2443
S100	2010-10-16	2555
S100	2010-10-23	2456
S100	2010-10-30	2344
S100	2010-11-06	2559
S100	2010-11-13	2656
S100	2010-11-20	2569
S100	2010-11-27	938
S100	2010-12-04	1610
S100	2010-12-11	1337
S100	2010-12-18	961
S100	2010-12-25	737
S100	2011-01-01	913
S100	2011-01-08	1267
S100	2011-01-15	1695
S100	2011-01-22	2197
S100	2011-01-29	2093
S100	2011-02-05	2276
S100	2011-02-12	2324
S100	2011-02-19	2436
S100	2011-02-26	2067
S100	2011-03-05	2294
S100	2011-03-12	2365
S100	2011-03-19	1080
S100	2011-03-26	1556
S100	2011-04-02	1925
S100	2011-04-09	2126
S100	2011-04-16	2133
S100	2011-04-23	2109
S100	2011-04-30	2001
S100	2011-05-07	2227
S100	2011-05-14	2363
S100	2011-05-21	1643
S100	2011-05-28	1525
S100	2011-06-04	2402
S100	2011-06-11	2632
S100	2011-06-18	2528
S100	2011-06-25	1304
S100	2011-07-02	972
S100	2011-07-09	1005
S100	2011-07-16	1267
S100	2011-07-23	1108
S100	2011-07-30	1158
S100	2011-08-06	1277
S100	2011-08-13	1173
S100	2011-08-20	1954
S100	2011-08-27	1981
S100	2011-09-03	2499
S100	2011-09-10	2711
S100	2011-09-17	2568
S100	2011-09-24	2546
S100	2011-10-01	2684
S100	2011-10-08	2765
S101	2010-01-02	3109
S101	2010-01-09	1530
S101	2010-01-16	1988
S101	2010-01-23	1732
S101	2010-01-30	2029
S101	2010-02-06	2076
S101	2010-02-13	1835
S101	2010-02-20	2500
S101	2010-02-27	2287
S101	2010-03-06	2384
S101	2010-03-13	2557
S101	2010-03-20	2410
S101	2010-03-27	2206
S101	2010-04-03	2524
S101	2010-04-10	2585
S101	2010-04-17	2123
S101	2010-04-24	2657
S101	2010-05-01	2638
S101	2010-05-08	2493
S101	2010-05-15	2404
S101	2010-05-22	3079
S101	2010-05-29	2883
S101	2010-06-05	2375
S101	2010-06-12	2388
S101	2010-06-19	2975
S101	2010-06-26	2931
S101	2010-07-03	2700
S101	2010-07-10	3081
S101	2010-07-17	2906
S101	2010-07-24	2411
S101	2010-07-31	2218
S101	2010-08-07	1981
S101	2010-08-14	2005
S101	2010-08-21	2329
S101	2010-08-28	2363
S101	2010-09-04	2817
S101	2010-09-11	2735
S101	2010-09-18	2851
S101	2010-09-25	2652
S101	2010-10-02	2695
S101	2010-10-09	2250
S101	2010-10-16	2291
S101	2010-10-23	2393
S101	2010-10-30	2380
S101	2010-11-06	2791
S101	2010-11-13	2455
S101	2010-11-20	2667
S101	2010-11-27	3180
S101	2010-12-04	2490
S101	2010-12-11	2625
S101	2010-12-18	2781
S101	2010-12-25	2581
S101	2011-01-01	3222
S101	2011-01-08	1727
S101	2011-01-15	1637
S101	2011-01-22	1899
S101	2011-01-29	2026
S101	2011-02-05	2127
S101	2011-02-12	2067
S101	2011-02-19	2614
S101	2011-02-26	2399
S101	2011-03-05	2271
S101	2011-03-12	2488
S101	2011-03-19	2673
S101	2011-03-26	2431
S101	2011-04-02	2667
S101	2011-04-09	2319
S101	2011-04-16	2661
S101	2011-04-23	2541
S101	2011-04-30	2433
S101	2011-05-07	2503
S101	2011-05-14	2423
S101	2011-05-21	3007
S101	2011-05-28	3231
S101	2011-06-04	2410
S101	2011-06-11	2704
S101	2011-06-18	3136
S101	2011-06-25	2861
S101	2011-07-02	2891
S101	2011-07-09	2802
S101	2011-07-16	3297
S101	2011-07-23	2365
S101	2011-07-30	2276
S101	2011-08-06	2046
S101	2011-08-13	2067
S101	2011-08-20	2200
S101	2011-08-27	2582
S101	2011-09-03	2501
S101	2011-09-10	2822
S101	2011-09-17	3060
S101	2011-09-24	2641
S101	2011-10-01	2799
S101	2011-10-08	2375
S103	2010-01-02	2637
S103	2010-01-09	1442
S103	2010-01-16	1480
S103	2010-01-23	1545
S103	2010-01-30	1681
S103	2010-02-06	1745
S103	2010-02-13	1863
S103	2010-02-20	2137
S103	2010-02-27	1874
S103	2010-03-06	2382
S103	2010-03-13	2329
S103	2010-03-20	2336
S103	2010-03-27	2217
S103	2010-04-03	2066
S103	2010-04-10	2207
S103	2010-04-17	2106
S103	2010-04-24	2416
S103	2010-05-01	2058
S103	2010-05-08	2300
S103	2010-05-15	2373
S103	2010-05-22	2517
S103	2010-05-29	2791
S103	2010-06-05	2134
S103	2010-06-12	2129
S103	2010-06-19	2727
S103	2010-06-26	2696
S103	2010-07-03	2529
S103	2010-07-10	2727
S103	2010-07-17	2632
S103	2010-07-24	1903
S103	2010-07-31	1989
S103	2010-08-07	2055
S103	2010-08-14	1614
S103	2010-08-21	1905
S103	2010-08-28	2448
S103	2010-09-04	2410
S103	2010-09-11	2774
S103	2010-09-18	2367
S103	2010-09-25	2435
S103	2010-10-02	2376
S103	2010-10-09	2116
S103	2010-10-16	2162
S103	2010-10-23	2267
S103	2010-10-30	2408
S103	2010-11-06	2558
S103	2010-11-13	2378
S103	2010-11-20	2383
S103	2010-11-27	2973
S103	2010-12-04	2320
S103	2010-12-11	2174
S103	2010-12-18	2641
S103	2010-12-25	2206
S103	2011-01-01	3159
S103	2011-01-08	1726
S103	2011-01-15	1611
S103	2011-01-22	1644
S103	2011-01-29	2011
S103	2011-02-05	1878
S103	2011-02-12	2092
S103	2011-02-19	2341
S103	2011-02-26	2114
S103	2011-03-05	2478
S103	2011-03-12	2265
S103	2011-03-19	2439
S103	2011-03-26	2163
S103	2011-04-02	2419
S103	2011-04-09	2748
S103	2011-04-16	2372
S103	2011-04-23	2590
S103	2011-04-30	2544
S103	2011-05-07	2511
S103	2011-05-14	2329
S103	2011-05-21	2783
S103	2011-05-28	2955
S103	2011-06-04	2174
S103	2011-06-11	2384
S103	2011-06-18	3137
S103	2011-06-25	2796
S103	2011-07-02	2524
S103	2011-07-09	3120
S103	2011-07-16	3156
S103	2011-07-23	2270
S103	2011-07-30	2374
S103	2011-08-06	2085
S103	2011-08-13	2126
S103	2011-08-20	2230
S103	2011-08-27	2387
S103	2011-09-03	2777
S103	2011-09-10	2760
S103	2011-09-17	2980
S103	2011-09-24	2692
S103	2011-10-01	2660
S103	2011-10-08	2107
S104	2010-01-02	1172
S104	2010-01-09	1636
S104	2010-01-16	2011
S104	2010-01-23	2534
S104	2010-01-30	2927
S104	2010-02-06	2949
S104	2010-02-13	2726
S104	2010-02-20	2893
S104	2010-02-27	2891
S104	2010-03-06	2783
S104	2010-03-13	2920
S104	2010-03-20	1229
S104	2010-03-27	1962
S104	2010-04-03	2519
S104	2010-04-10	2472
S104	2010-04-17	2955
S104	2010-04-24	2497
S104	2010-05-01	2459
S104	2010-05-08	2899
S104	2010-05-15	2622
S104	2010-05-22	1919
S104	2010-05-29	2120
S104	2010-06-05	2827
S104	2010-06-12	3051
S104	2010-06-19	3201
S104	2010-06-26	1596
S104	2010-07-03	1187
S104	2010-07-10	1125
S104	2010-07-17	1448
S104	2010-07-24	1378
S104	2010-07-31	1503
S104	2010-08-07	1464
S104	2010-08-14	1424
S104	2010-08-21	2656
S104	2010-08-28	2614
S104	2010-09-04	3228
S104	2010-09-11	3020
S104	2010-09-18	3425
S104	2010-09-25	3289
S104	2010-10-02	3266
S104	2010-10-09	3142
S104	2010-10-16	3545
S104	2010-10-23	3214
S104	2010-10-30	3417
S104	2010-11-06	3252
S104	2010-11-13	3338
S104	2010-11-20	3345
S104	2010-11-27	1301
S104	2010-12-04	2087
S104	2010-12-11	1845
S104	2010-12-18	1239
S104	2010-12-25	939
S104	2011-01-01	1322
S104	2011-01-08	1863
S104	2011-01-15	2308
S104	2011-01-22	2833
S104	2011-01-29	3093
S104	2011-02-05	3259
S104	2011-02-12	3162
S104	2011-02-19	2951
S104	2011-02-26	3115
S104	2011-03-05	3050
S104	2011-03-12	3034
S104	2011-03-19	1527
S104	2011-03-26	2115
S104	2011-04-02	2698
S104	2011-04-09	2717
S104	2011-04-16	2780
S104	2011-04-23	2954
S104	2011-04-30	2973
S104	2011-05-07	2922
S104	2011-05-14	2711
S104	2011-05-21	2089
S104	2011-05-28	2125
S104	2011-06-04	3155
S104	2011-06-11	3304
S104	2011-06-18	3497
S104	2011-06-25	1881
S104	2011-07-02	1309
S104	2011-07-09	1257
S104	2011-07-16	1590
S104	2011-07-23	1553
S104	2011-07-30	1525
S104	2011-08-06	1506
S104	2011-08-13	1508
S104	2011-08-20	3062
S104	2011-08-27	2807
S104	2011-09-03	3209
S104	2011-09-10	3647
S104	2011-09-17	3459
S104	2011-09-24	3584
S104	2011-10-01	3561
S104	2011-10-08	3756
S105	2010-01-02	2684
S105	2010-01-09	1551
S105	2010-01-16	1481
S105	2010-01-23	1271
S105	2010-01-30	1534
S105	2010-02-06	1662
S105	2010-02-13	1529
S105	2010-02-20	2057
S105	2010-02-27	2041
S105	2010-03-06	2055
S105	2010-03-13	2098
S105	2010-03-20	2053
S105	2010-03-27	1961
S105	2010-04-03	2147
S105	2010-04-10	1960
S105	2010-04-17	2039
S105	2010-04-24	2025
S105	2010-05-01	2074
S105	2010-05-08	1949
S105	2010-05-15	2143
S105	2010-05-22	2327
S105	2010-05-29	2445
S105	2010-06-05	1811
S105	2010-06-12	2075
S105	2010-06-19	2554
S105	2010-06-26	2080
S105	2010-07-03	2231
S105	2010-07-10	2698
S105	2010-07-17	2445
S105	2010-07-24	1892
S105	2010-07-31	1892
S105	2010-08-07	1842
S105	2010-08-14	1566
S105	2010-08-21	1905
S105	2010-08-28	2182
S105	2010-09-04	2218
S105	2010-09-11	2397
S105	2010-09-18	2286
S105	2010-09-25	1882
S105	2010-10-02	2126
S105	2010-10-09	1948
S105	2010-10-16	1854
S105	2010-10-23	1955
S105	2010-10-30	2205
S105	2010-11-06	2368
S105	2010-11-13	2134
S105	2010-11-20	2162
S105	2010-11-27	2678
S105	2010-12-04	1994
S105	2010-12-11	2240
S105	2010-12-18	2261
S105	2010-12-25	2259
S105	2011-01-01	2732
S105	2011-01-08	1376
S105	2011-01-15	1562
S105	2011-01-22	1406
S105	2011-01-29	1614
S105	2011-02-05	1669
S105	2011-02-12	1704
S105	2011-02-19	2042
S105	2011-02-26	2045
S105	2011-03-05	2106
S105	2011-03-12	2311
S105	2011-03-19	2189
S105	2011-03-26	2178
S105	2011-04-02	2296
S105	2011-04-09	2062
S105	2011-04-16	2232
S105	2011-04-23	2172
S105	2011-04-30	1998
S105	2011-05-07	2177
S105	2011-05-14	2135
S105	2011-05-21	2509
S105	2011-05-28	2678
S105	2011-06-04	1756
S105	2011-06-11	2058
S105	2011-06-18	2557
S105	2011-06-25	2526
S105	2011-07-02	2549
S105	2011-07-09	2700
S105	2011-07-16	2449
S105	2011-07-23	1939
S105	2011-07-30	1863
S105	2011-08-06	1784
S105	2011-08-13	1825
S105	2011-08-20	2156
S105	2011-08-27	2175
S105	2011-09-03	2470
S105	2011-09-10	2278
S105	2011-09-17	2401
S105	2011-09-24	2104
S105	2011-10-01	2046
S105	2011-10-08	2013
S106	2010-01-02	2146
S106	2010-01-09	1035
S106	2010-01-16	1011
S106	2010-01-23	1094
S106	2010-01-30	1293
S106	2010-02-06	1264
S106	2010-02-13	1230
S106	2010-02-20	1624
S106	2010-02-27	1430
S106	2010-03-06	1572
S106	2010-03-13	1578
S106	2010-03-20	1634
S106	2010-03-27	1457
S106	2010-04-03	1587
S106	2010-04-10	1546
S106	2010-04-17	1628
S106	2010-04-24	1520
S106	2010-05-01	1790
S106	2010-05-08	1607
S106	2010-05-15	1655
S106	2010-05-22	1712
S106	2010-05-29	1859
S106	2010-06-05	1482
S106	2010-06-12	1635
S106	2010-06-19	2154
S106	2010-06-26	1797
S106	2010-07-03	1765
S106	2010-07-10	1998
S106	2010-07-17	1906
S106	2010-07-24	1404
S106	2010-07-31	1426
S106	2010-08-07	1296
S106	2010-08-14	1299
S106	2010-08-21	1411
S106	2010-08-28	1692
S106	2010-09-04	1642
S106	2010-09-11	1807
S106	2010-09-18	1845
S106	2010-09-25	1600
S106	2010-10-02	1577
S106	2010-10-09	1471
S106	2010-10-16	1332
S106	2010-10-23	1704
S106	2010-10-30	1658
S106	2010-11-06	1651
S106	2010-11-13	1490
S106	2010-11-20	1685
S106	2010-11-27	2176
S106	2010-12-04	1647
S106	2010-12-11	1601
S106	2010-12-18	2077
S106	2010-12-25	1778
S106	2011-01-01	1991
S106	2011-01-08	1021
S106	2011-01-15	1245
S106	2011-01-22	1221
S106	2011-01-29	1396
S106	2011-02-05	1418
S106	2011-02-12	1337
S106	2011-02-19	1555
S106	2011-02-26	1503
S106	2011-03-05	1570
S106	2011-03-12	1711
S106	2011-03-19	1805
S106	2011-03-26	1608
S106	2011-04-02	1696
S106	2011-04-09	1565
S106	2011-04-16	1650
S106	2011-04-23	1744
S106	2011-04-30	1741
S106	2011-05-07	1658
S106	2011-05-14	1586
S106	2011-05-21	1888
S106	2011-05-28	1944
S106	2011-06-04	1408
S106	2011-06-11	1678
S106	2011-06-18	2075
S106	2011-06-25	1697
S106	2011-07-02	1773
S106	2011-07-09	2136
S106	2011-07-16	2110
S106	2011-07-23	1500
S106	2011-07-30	1450
S106	2011-08-06	1376
S106	2011-08-13	1368
S106	2011-08-20	1537
S106	2011-08-27	1574
S106	2011-09-03	1925
S106	2011-09-10	1918
S106	2011-09-17	1847
S106	2011-09-24	1773
S106	2011-10-01	1757
S106	2011-10-08	1545
S107	2010-01-02	2740
S107	2010-01-09	2459
S107	2010-01-16	2377
S107	2010-01-23	2564
S107	2010-01-30	2664
S107	2010-02-06	2395
S107	2010-02-13	2611
S107	2010-02-20	2419
S107	2010-02-27	2571
S107	2010-03-06	2337
S107	2010-03-13	2117
S107	2010-03-20	2351
S107	2010-03-27	1542
S107	2010-04-03	1625
S107	2010-04-10	1603
S107	2010-04-17	1649
S107	2010-04-24	1430
S107	2010-05-01	1250
S107	2010-05-08	1448
S107	2010-05-15	1323
S107	2010-05-22	1129
S107	2010-05-29	1201
S107	2010-06-05	1277
S107	2010-06-12	1020
S107	2010-06-19	1027
S107	2010-06-26	1026
S107	2010-07-03	953
S107	2010-07-10	950
S107	2010-07-17	960
S107	2010-07-24	988
S107	2010-07-31	1026
S107	2010-08-07	1013
S107	2010-08-14	1077
S107	2010-08-21	1063
S107	2010-08-28	1013
S107	2010-09-04	1061
S107	2010-09-11	1365
S107	2010-09-18	1324
S107	2010-09-25	1341
S107	2010-10-02	1537
S107	2010-10-09	1544
S107	2010-10-16	1778
S107	2010-10-23	1630
S107	2010-10-30	1758
S107	2010-11-06	1950
S107	2010-11-13	1992
S107	2010-11-20	2035
S107	2010-11-27	2449
S107	2010-12-04	2283
S107	2010-12-11	2450
S107	2010-12-18	2159
S107	2010-12-25	2337
S107	2011-01-01	2965
S107	2011-01-08	2664
S107	2011-01-15	2604
S107	2011-01-22	2705
S107	2011-01-29	2851
S107	2011-02-05	2559
S107	2011-02-12	2888
S107	2011-02-19	2617
S107	2011-02-26	2770
S107	2011-03-05	2349
S107	2011-03-12	2495
S107	2011-03-19	2268
S107	2011-03-26	1867
S107	2011-04-02	1774
S107	2011-04-09	1789
S107	2011-04-16	1668
S107	2011-04-23	1356
S107	2011-04-30	1509
S107	2011-05-07	1578
S107	2011-05-14	1487
S107	2011-05-21	1337
S107	2011-05-28	1292
S107	2011-06-04	1298
S107	2011-06-11	1308
S107	2011-06-18	1154
S107	2011-06-25	1168
S107	2011-07-02	1223
S107	2011-07-09	1218
S107	2011-07-16	1132
S107	2011-07-23	1131
S107	2011-07-30	1100
S107	2011-08-06	1113
S107	2011-08-13	1072
S107	2011-08-20	1213
S107	2011-08-27	1229
S107	2011-09-03	1127
S107	2011-09-10	1402
S107	2011-09-17	1345
S107	2011-09-24	1522
S107	2011-10-01	1642
S107	2011-10-08	1684
S108	2010-01-02	2566
S108	2010-01-09	1437
S108	2010-01-16	1480
S108	2010-01-23	1431
S108	2010-01-30	1570
S108	2010-02-06	1710
S108	2010-02-13	1596
S108	2010-02-20	1817
S108	2010-02-27	1919
S108	2010-03-06	2208
S108	2010-03-13	2040
S108	2010-03-20	2272
S108	2010-03-27	2065
S108	2010-04-03	2084
S108	2010-04-10	1870
S108	2010-04-17	2087
S108	2010-04-24	1913
S108	2010-05-01	2154
S108	2010-05-08	1983
S108	2010-05-15	1858
S108	2010-05-22	2372
S108	2010-05-29	2528
S108	2010-06-05	1951
S108	2010-06-12	2048
S108	2010-06-19	2399
S108	2010-06-26	2265
S108	2010-07-03	2281
S108	2010-07-10	2627
S108	2010-07-17	2437
S108	2010-07-24	1875
S108	2010-07-31	1898
S108	2010-08-07	1558
S108	2010-08-14	1529
S108	2010-08-21	1676
S108	2010-08-28	2242
S108	2010-09-04	2248
S108	2010-09-11	2465
S108	2010-09-18	2273
S108	2010-09-25	2260
S108	2010-10-02	2181
S108	2010-10-09	1890
S108	2010-10-16	1925
S108	2010-10-23	2228
S108	2010-10-30	2169
S108	2010-11-06	2171
S108	2010-11-13	2047
S108	2010-11-20	2252
S108	2010-11-27	2401
S108	2010-12-04	2098
S108	2010-12-11	2059
S108	2010-12-18	2226
S108	2010-12-25	2109
S108	2011-01-01	2552
S108	2011-01-08	1406
S108	2011-01-15	1427
S108	2011-01-22	1536
S108	2011-01-29	1658
S108	2011-02-05	1814
S108	2011-02-12	1676
S108	2011-02-19	2197
S108	2011-02-26	1908
S108	2011-03-05	2221
S108	2011-03-12	2126
S108	2011-03-19	2280
S108	2011-03-26	2226
S108	2011-04-02	2239
S108	2011-04-09	2390
S108	2011-04-16	2260
S108	2011-04-23	2380
S108	2011-04-30	1990
S108	2011-05-07	2016
S108	2011-05-14	2072
S108	2011-05-21	2507
S108	2011-05-28	2866
S108	2011-06-04	2023
S108	2011-06-11	2306
S108	2011-06-18	2573
S108	2011-06-25	2274
S108	2011-07-02	2190
